"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFooter"
"junit.textui.ResultPrinter:printErrors","junit.textui.ResultPrinter:printDefects"
"junit.textui.ResultPrinter:addError","junit.textui.ResultPrinter:getWriter"
"junit.textui.TestRunner:pause","junit.textui.ResultPrinter:printWaitPrompt"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:createTestResult"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errors"
"junit.framework.TestFailure:isFailure","junit.framework.TestFailure:thrownException"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addError"
"junit.framework.TestSuite:addTestMethod","junit.framework.TestSuite:addTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:runCount"
"junit.textui.TestRunner:main","junit.framework.TestResult:wasSuccessful"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"junit.textui.TestRunner:start","junit.textui.TestRunner:doRun"
"junit.framework.TestFailure:exceptionMessage","junit.framework.TestFailure:thrownException"
"junit.framework.TestSuite:addTestSuite","junit.framework.TestSuite:addTest"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:clearStatus"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:failureCount"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"junit.framework.TestCase:runBare","junit.framework.TestCase:runTest"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:pause"
"junit.textui.TestRunner:runAndWait","junit.textui.TestRunner:doRun"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"junit.textui.ResultPrinter:printDefectTrace","junit.textui.ResultPrinter:getWriter"
"junit.textui.TestRunner:run","junit.textui.TestRunner:doRun"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectHeader"
"junit.textui.TestRunner:main","junit.textui.TestRunner:start"
"junit.framework.TestSuite:run","junit.framework.TestResult:shouldStop"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:loadSuiteClass"
"junit.textui.ResultPrinter:addFailure","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printDefectHeader","junit.textui.ResultPrinter:getWriter"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addFailure"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:runFailed"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"junit.extensions.ActiveTestSuite:run","junit.extensions.ActiveTestSuite:waitUntilFinished"
"junit.framework.TestFailure:trace","junit.framework.TestFailure:thrownException"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:elapsedTimeAsString"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:printDefect"
"junit.framework.TestResult:run","junit.framework.TestResult:startTest"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:failureCount"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:extractClassName"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"junit.framework.TestCase:runBare","junit.framework.TestCase:setUp"
"junit.framework.TestSuite:toString","junit.framework.TestSuite:getName"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:errorCount"
"junit.textui.ResultPrinter:printDefectTrace","junit.framework.TestFailure:trace"
"junit.extensions.TestDecorator:run","junit.extensions.TestDecorator:basicRun"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:errorCount"
"junit.framework.TestSuite:createTest","junit.framework.TestCase:setName"
"junit.runner.BaseTestRunner:addFailure","junit.runner.BaseTestRunner:testFailed"
"junit.framework.TestResult:run","junit.framework.TestResult:runProtected"
"junit.framework.TestCase:runBare","junit.framework.TestCase:tearDown"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printWaitPrompt","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printDefectHeader","junit.framework.TestFailure:failedTest"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"junit.extensions.RepeatedTest:run","junit.framework.TestResult:shouldStop"
"junit.textui.TestRunner:doRun","junit.framework.TestResult:addListener"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:wasSuccessful"
"junit.textui.ResultPrinter:startTest","junit.textui.ResultPrinter:getWriter"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
