"junit.textui.ResultPrinter:printErrors","junit.textui.ResultPrinter:printDefects"
"org.junit.runner.Description:isTest","org.junit.runner.Description:getChildren"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printFooter"
"org.junit.internal.requests.SortingRequest:getRunner","org.junit.runner.Request:getRunner"
"org.junit.internal.runners.JUnit4ClassRunner:createTest","org.junit.internal.runners.TestClass:getConstructor"
"junit.extensions.ActiveTestSuite:waitUntilFinished","junit.extensions.ActiveTestSuite:testCount"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestAdapterCache:asTest","org.junit.runner.Description:isSuite"
"org.junit.runner.Description:hashCode","org.junit.runner.Description:getDisplayName"
"junit.textui.TestRunner:start","junit.textui.TestRunner:doRun"
"org.junit.internal.TextListener:printFailures","org.junit.runner.Result:getFailures"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.TestClass:getJavaClass"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:get"
"org.junit.internal.runners.JUnit38ClassRunner:run","junit.framework.TestResult:addListener"
"junit.framework.JUnit4TestAdapter:getDescription","org.junit.runner.Runner:getDescription"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.internal.runners.JUnit4ClassRunner:classAnnotations"
"junit.framework.ComparisonFailure:getMessage","junit.framework.ComparisonCompactor:compact"
"junit.textui.TestRunner:runAndWait","junit.textui.TestRunner:doRun"
"org.junit.internal.runners.JUnit4ClassRunner:validate","org.junit.internal.runners.MethodValidator:assertValid"
"junit.framework.JUnit4TestAdapter:run","org.junit.runner.Runner:run"
"org.junit.internal.TextListener:printFailures","org.junit.internal.TextListener:printFailure"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:createTest"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapter:getDescription"
"junit.textui.TestRunner:main","junit.textui.TestRunner:start"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.JUnit4ClassRunner:wrapMethod"
"org.junit.internal.runners.MethodRoadie:run","org.junit.runner.notification.RunNotifier:fireTestIgnored"
"org.junit.runner.notification.Failure:getTestHeader","org.junit.runner.Description:getDisplayName"
"org.junit.internal.runners.TestMethod:isUnexpected","org.junit.internal.runners.TestMethod:getExpectedException"
"org.junit.internal.runners.JUnit4ClassRunner:getTestMethods","org.junit.internal.runners.TestClass:getTestMethods"
"org.junit.runner.Runner:testCount","org.junit.runner.Description:testCount"
"org.junit.internal.runners.JUnit4ClassRunner:run","org.junit.internal.runners.ClassRoadie:runProtected"
"org.junit.internal.runners.ClassRoadie:runAfters","org.junit.internal.runners.ClassRoadie:addFailure"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.JUnit4ClassRunner:methodDescription"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:isTest"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addFailure"
"org.junit.runner.Runner:testCount","org.junit.runner.Runner:getDescription"
"org.junit.Assert:internalArrayEquals","org.junit.internal.ArrayComparisonFailure:addDimension"
"org.junit.internal.runners.TestClass:getAfters","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.runner.notification.Failure:getTrace","org.junit.runner.notification.Failure:getException"
"junit.framework.TestFailure:trace","junit.framework.TestFailure:thrownException"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:printDefect"
"org.junit.internal.TextListener:printHeader","org.junit.internal.TextListener:elapsedTimeAsString"
"org.junit.internal.runners.MethodRoadie:runWithTimeout","org.junit.internal.runners.MethodRoadie:runBeforesThenTestThenAfters"
"junit.framework.JUnit4TestAdapter:isIgnored","org.junit.runner.Description:getAnnotation"
"junit.framework.TestResult:run","junit.framework.TestResult:startTest"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:failureCount"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.MethodRoadie:runTest"
"org.junit.internal.runners.MethodValidator:validateInstanceMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"junit.framework.TestSuite:createTest","junit.framework.TestCase:setName"
"org.junit.internal.runners.JUnit4ClassRunner:getName","org.junit.internal.runners.JUnit4ClassRunner:getTestClass"
"junit.runner.BaseTestRunner:addFailure","junit.runner.BaseTestRunner:testFailed"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.internal.runners.JUnit4ClassRunner:methodDescription"
"junit.textui.ResultPrinter:printDefectHeader","junit.framework.TestFailure:failedTest"
"org.junit.internal.runners.ClassRoadie:runProtected","org.junit.internal.runners.ClassRoadie:runUnprotected"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:wasSuccessful"
"junit.textui.ResultPrinter:startTest","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:runBefores","org.junit.internal.runners.TestMethod:getBefores"
"org.junit.internal.runners.JUnit4ClassRunner:filter","org.junit.internal.runners.JUnit4ClassRunner:methodDescription"
"org.junit.internal.runners.MethodRoadie:run","org.junit.runner.notification.RunNotifier:fireTestStarted"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFooter"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:createTestResult"
"junit.textui.TestRunner:runSingleMethod","junit.textui.TestRunner:loadSuiteClass"
"org.junit.internal.runners.MethodRoadie:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:runCount"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:isUnexpected"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:expectsException"
"org.junit.runner.Description:testCount","org.junit.runner.Description:getChildren"
"org.junit.experimental.results.FailureList:result","org.junit.runner.Result:createListener"
"org.junit.internal.runners.MethodValidator:validateTestMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:failureCount"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:pause"
"org.junit.experimental.results.PrintableResult:getFailures","org.junit.runner.Result:getFailures"
"junit.framework.JUnit4TestCaseFacade:toString","org.junit.runner.Description:toString"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:run"
"org.junit.internal.runners.JUnit4ClassRunner:run","org.junit.internal.runners.JUnit4ClassRunner:getDescription"
"junit.textui.ResultPrinter:printDefectTrace","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:runAfters","org.junit.internal.runners.MethodRoadie:addFailure"
"junit.textui.TestRunner:start","junit.textui.TestRunner:runSingleMethod"
"junit.framework.JUnit4TestAdapterCache:getNotifier","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateInstanceMethods"
"org.junit.internal.runners.ClassRoadie:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.internal.runners.JUnit4ClassRunner:classAnnotations","org.junit.internal.runners.TestClass:getJavaClass"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.MethodRoadie:runAfters","org.junit.internal.runners.TestMethod:getAfters"
"org.junit.internal.runners.MethodRoadie:runTest","org.junit.internal.runners.MethodRoadie:runBeforesThenTestThenAfters"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:loadSuiteClass"
"org.junit.internal.runners.JUnit4ClassRunner:getName","org.junit.internal.runners.TestClass:getName"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.MethodRoadie:addFailure"
"org.junit.experimental.theories.internal.ParameterizedAssertionError:equals","org.junit.experimental.theories.internal.ParameterizedAssertionError:toString"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","org.junit.runner.Description:addChild"
"junit.textui.ResultPrinter:printDefectHeader","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.internal.runners.JUnit4ClassRunner:getName"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.MethodRoadie:run"
"org.junit.experimental.results.PrintableResult:toString","org.junit.internal.TextListener:testRunFinished"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateStaticMethods"
"org.junit.internal.requests.SortingRequest:getRunner","org.junit.runner.manipulation.Sorter:apply"
"org.junit.runner.notification.Failure:toString","org.junit.runner.notification.Failure:getTestHeader"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:extractClassName"
"junit.framework.TestSuite:toString","junit.framework.TestSuite:getName"
"junit.textui.ResultPrinter:printDefectTrace","junit.framework.TestFailure:trace"
"org.junit.internal.runners.TestClass:getBefores","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.runner.Result:wasSuccessful","org.junit.runner.Result:getFailureCount"
"org.junit.runner.Description:addChild","org.junit.runner.Description:getChildren"
"junit.framework.JUnit4TestAdapterCache:asTestList","junit.framework.JUnit4TestAdapterCache:asTest"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:childlessCopy"
"junit.framework.TestResult:run","junit.framework.TestResult:runProtected"
"org.junit.experimental.results.FailureList:result","org.junit.runner.notification.RunListener:testFailure"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.JUnit4TestAdapterCache:asTest"
