"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:apply"
"junit.extensions.RepeatedTest:run","junit.framework.TestResult:shouldStop"
"org.junit.runner.Description:isEmpty","org.junit.runner.Description:equals"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:getExpectedException"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:getTestClass"
"org.junit.runner.Request:method","org.junit.runner.Request:filterWith"
"junit.textui.TestRunner:pause","junit.textui.ResultPrinter:printWaitPrompt"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.TestSuite:addTest"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errors"
"org.junit.internal.runners.TestMethod:getAfters","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"junit.framework.JUnit4TestCaseFacade:toString","junit.framework.JUnit4TestCaseFacade:getDescription"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.framework.TestFailure:isFailure","junit.framework.TestFailure:thrownException"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addError"
"junit.framework.TestSuite:addTestMethod","junit.framework.TestSuite:addTest"
"org.junit.runner.JUnitCore:addListener","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:getFailureCount"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunStarted"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"junit.framework.TestFailure:exceptionMessage","junit.framework.TestFailure:thrownException"
"junit.framework.TestSuite:addTestSuite","junit.framework.TestSuite:addTest"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"org.junit.internal.runners.JUnit4ClassRunner:runMethods","org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod"
"junit.textui.TestRunner:runSingleMethod","junit.textui.TestRunner:doRun"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:containsKey"
"org.junit.runner.Description:equals","org.junit.runner.Description:getDisplayName"
"junit.framework.TestCase:runBare","junit.framework.TestCase:runTest"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:invoke"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"org.junit.runner.Description:testCount","org.junit.runner.Description:isTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"org.junit.internal.runners.JUnit4ClassRunner:filter","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runner.JUnitCore:run","org.junit.runner.Result:createListener"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:testAnnotations"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getDisplayName"
"junit.framework.TestSuite:run","junit.framework.TestResult:shouldStop"
"org.junit.internal.runners.MethodRoadie:runBefores","org.junit.internal.runners.MethodRoadie:addFailure"
"org.junit.internal.runners.MethodValidator:validateNoArgConstructor","org.junit.internal.runners.TestClass:getConstructor"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:isTest"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"junit.framework.JUnit4TestAdapter:sort","org.junit.runner.manipulation.Sorter:apply"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.extensions.TestDecorator:getTest"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.TestMethod:isIgnored"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"junit.extensions.ActiveTestSuite:run","junit.extensions.ActiveTestSuite:waitUntilFinished"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:elapsedTimeAsString"
"org.junit.runner.JUnitCore:runClasses","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:testAt"
"junit.extensions.TestDecorator:run","junit.extensions.TestDecorator:basicRun"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:getDescription"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:errorCount"
"junit.textui.ResultPrinter:printWaitPrompt","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"org.junit.internal.runners.TestMethod:expectsException","org.junit.internal.runners.TestMethod:getExpectedException"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:getName"
"org.junit.internal.runners.TestClass:getTestMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.runners.TestMethod:getBefores","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.ArrayComparisonFailure:toString","org.junit.internal.ArrayComparisonFailure:getMessage"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestCase:getName"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.TestMethod:getTimeout"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
"org.junit.runner.Description:isSuite","org.junit.runner.Description:isTest"
"org.junit.runner.notification.Failure:getMessage","org.junit.runner.notification.Failure:getException"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:testName"
"junit.textui.ResultPrinter:addError","junit.textui.ResultPrinter:getWriter"
"junit.framework.JUnit4TestAdapter:countTestCases","org.junit.runner.Runner:testCount"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:getRunCount"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.JUnitCore:addListener"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printFailures"
"org.junit.internal.runners.JUnit4ClassRunner:validate","org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner"
"junit.textui.TestRunner:main","junit.framework.TestResult:wasSuccessful"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateNoArgConstructor"
"org.junit.internal.runners.ClassRoadie:runBefores","org.junit.internal.runners.TestClass:getBefores"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:put"
"org.junit.internal.runners.ClassRoadie:runBefores","org.junit.internal.runners.ClassRoadie:addFailure"
"org.junit.runner.Description:toString","org.junit.runner.Description:getDisplayName"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:clearStatus"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.ClassRoadie:runAfters","org.junit.internal.runners.TestClass:getAfters"
"org.junit.runner.Description:equals","org.junit.runner.Description:getChildren"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"org.junit.runner.JUnitCore:run","org.junit.runner.Request:getRunner"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printHeader"
"junit.textui.TestRunner:run","junit.textui.TestRunner:doRun"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectHeader"
"org.junit.runner.JUnitCore:removeListener","org.junit.runner.notification.RunNotifier:removeListener"
"org.junit.internal.runners.JUnit4ClassRunner:createTest","org.junit.internal.runners.JUnit4ClassRunner:getTestClass"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:getChildren"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:addChild"
"junit.textui.TestRunner:start","junit.textui.TestRunner:getTest"
"junit.textui.ResultPrinter:addFailure","junit.textui.ResultPrinter:getWriter"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:isEmpty"
"junit.framework.JUnit4TestAdapter:run","junit.framework.JUnit4TestAdapterCache:getNotifier"
"junit.framework.JUnit4TestAdapter:filter","org.junit.runner.manipulation.Filter:apply"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.JUnit4ClassRunner:createTest"
"org.junit.internal.TextListener:testRunFinished","org.junit.runner.Result:getRunTime"
"org.junit.internal.runners.MethodRoadie:run","org.junit.runner.notification.RunNotifier:fireTestFinished"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:wasSuccessful"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.Result:getFailures"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:runFailed"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapterCache:asTestList"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:describe"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"junit.framework.TestCase:runBare","junit.framework.TestCase:setUp"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:errorCount"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"junit.framework.TestCase:runBare","junit.framework.TestCase:tearDown"
"junit.textui.TestRunner:start","junit.textui.TestRunner:extractClassName"
"junit.textui.TestRunner:doRun","junit.framework.TestResult:addListener"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.runner.Description:addChild"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunFinished"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:testCount"
"org.junit.runner.JUnitCore:run","org.junit.runner.JUnitCore:removeListener"
