"org.junit.runners.BlockJUnit4ClassRunner:getChildren","org.junit.runners.BlockJUnit4ClassRunner:computeTestMethods"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:runCount"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:isUnexpected"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:expectsException"
"org.junit.runner.Description:testCount","org.junit.runner.Description:getChildren"
"org.junit.runners.ParentRunner:classBlock","org.junit.runners.ParentRunner:childrenInvoker"
"org.junit.runners.BlockJUnit4ClassRunner:methodBlock","org.junit.runners.BlockJUnit4ClassRunner:withPotentialTimeout"
"org.junit.experimental.results.FailureList:result","org.junit.runner.Result:createListener"
"org.junit.internal.runners.MethodValidator:validateTestMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.experimental.theories.internal.AllMembersSupplier:addMultiPointMethods","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.runners.model.FrameworkMethod:getAnnotation"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:failureCount"
"org.junit.runners.model.RunnerBuilder:runners","org.junit.runners.model.RunnerBuilder:removeParent"
"org.junit.internal.requests.ClassRequest:getRunner","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:safeRunnerForClass"
"org.junit.runners.BlockJUnit4ClassRunner:withPotentialTimeout","org.junit.runners.model.FrameworkMethod:getAnnotation"
"org.junit.experimental.theories.internal.AllMembersSupplier:addFields","org.junit.runners.model.TestClass:getJavaClass"
"org.junit.runners.BlockJUnit4ClassRunner:collectInitializationErrors","org.junit.runners.BlockJUnit4ClassRunner:validateInstanceMethods"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:pause"
"org.junit.experimental.theories.internal.Assignments:potentialsForNextUnassigned","org.junit.experimental.theories.internal.Assignments:getSupplier"
"junit.framework.JUnit4TestCaseFacade:toString","org.junit.runner.Description:toString"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:run"
"org.junit.internal.runners.JUnit4ClassRunner:run","org.junit.internal.runners.JUnit4ClassRunner:getDescription"
"junit.textui.ResultPrinter:printDefectTrace","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:runAfters","org.junit.internal.runners.MethodRoadie:addFailure"
"org.junit.runners.BlockJUnit4ClassRunner:makeNotifier","org.junit.runners.BlockJUnit4ClassRunner:describeChild"
"junit.textui.TestRunner:start","junit.textui.TestRunner:runSingleMethod"
"org.junit.internal.runners.statements.RunBefores:evaluate","org.junit.runners.model.Statement:evaluate"
"junit.framework.JUnit4TestAdapterCache:getNotifier","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateInstanceMethods"
"org.junit.internal.runners.statements.InvokeMethod:evaluate","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"org.junit.internal.runners.ClassRoadie:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.internal.runners.JUnit4ClassRunner:classAnnotations","org.junit.internal.runners.TestClass:getJavaClass"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.MethodRoadie:runAfters","org.junit.internal.runners.TestMethod:getAfters"
"org.junit.internal.builders.AnnotatedBuilder:runnerForClass","org.junit.internal.builders.AnnotatedBuilder:buildRunner"
"org.junit.experimental.theories.internal.Assignments:potentialsForNextUnassigned","org.junit.experimental.theories.ParameterSupplier:getValueSources"
"org.junit.internal.runners.MethodRoadie:runTest","org.junit.internal.runners.MethodRoadie:runBeforesThenTestThenAfters"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:loadSuiteClass"
"org.junit.internal.runners.JUnit4ClassRunner:getName","org.junit.internal.runners.TestClass:getName"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.MethodRoadie:addFailure"
"org.junit.runners.Parameterized:getParametersMethod","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.experimental.theories.internal.ParameterizedAssertionError:equals","org.junit.experimental.theories.internal.ParameterizedAssertionError:toString"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","org.junit.runner.Description:addChild"
"junit.textui.ResultPrinter:printDefectHeader","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.model.ReflectiveCallable:run","org.junit.internal.runners.model.ReflectiveCallable:runReflectiveCall"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.internal.runners.JUnit4ClassRunner:getName"
"org.junit.internal.matchers.SubstringMatcher:matchesSafely","org.junit.internal.matchers.SubstringMatcher:evalSubstringOf"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.MethodRoadie:run"
"org.junit.experimental.results.PrintableResult:toString","org.junit.internal.TextListener:testRunFinished"
"org.junit.experimental.theories.internal.Assignments:allUnassigned","org.junit.runners.model.TestClass:getOnlyConstructor"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateStaticMethods"
"org.junit.internal.requests.SortingRequest:getRunner","org.junit.runner.manipulation.Sorter:apply"
"org.junit.internal.runners.JUnit4ClassRunner:testAborted","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.runners.ParentRunner:run","org.junit.internal.runners.model.EachTestNotifier:fireTestIgnored"
"org.junit.runner.notification.Failure:toString","org.junit.runner.notification.Failure:getTestHeader"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:junit3Builder"
"org.junit.runners.BlockJUnit4ClassRunner:withBefores","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"org.junit.experimental.theories.internal.AllMembersSupplier:addFields","org.junit.experimental.theories.ParameterSignature:canAcceptArrayType"
"org.junit.internal.builders.IgnoredClassRunner:run","org.junit.runner.notification.RunNotifier:fireTestIgnored"
"org.junit.internal.runners.ErrorReportingRunner:runCause","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.runners.BlockJUnit4ClassRunner:validateZeroArgConstructor","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:extractClassName"
"org.junit.runners.Suite:runChild","org.junit.runner.Runner:run"
"junit.framework.TestSuite:toString","junit.framework.TestSuite:getName"
"org.junit.experimental.theories.ParameterSignature:getAnnotation","org.junit.experimental.theories.ParameterSignature:getAnnotations"
"org.junit.runners.BlockJUnit4ClassRunner:validateInstanceMethods","org.junit.runners.BlockJUnit4ClassRunner:validatePublicVoidNoArgMethods"
"junit.textui.ResultPrinter:printDefectTrace","junit.framework.TestFailure:trace"
"org.junit.experimental.theories.Theories:validateDataPointFields","org.junit.runners.model.TestClass:getJavaClass"
"org.junit.internal.runners.TestClass:getBefores","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.runner.Result:wasSuccessful","org.junit.runner.Result:getFailureCount"
"org.junit.runner.Description:addChild","org.junit.runner.Description:getChildren"
"junit.framework.JUnit4TestAdapterCache:asTestList","junit.framework.JUnit4TestAdapterCache:asTest"
"org.junit.runners.BlockJUnit4ClassRunner:methodBlock","org.junit.runners.BlockJUnit4ClassRunner:withBefores"
"junit.framework.JUnit4TestAdapter:removeIgnored","org.junit.runner.Description:childlessCopy"
"junit.framework.TestResult:run","junit.framework.TestResult:runProtected"
"org.junit.experimental.results.FailureList:result","org.junit.runner.notification.RunListener:testFailure"
"org.junit.experimental.theories.suppliers.TestedOnSupplier:getValueSources","org.junit.experimental.theories.ParameterSignature:getAnnotation"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.JUnit4TestAdapterCache:asTest"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:apply"
"junit.extensions.RepeatedTest:run","junit.framework.TestResult:shouldStop"
"org.junit.runners.ParentRunner:shouldRun","org.junit.runners.ParentRunner:describeChild"
"org.junit.experimental.theories.internal.Assignments:getConstructorParameterCount","org.junit.runners.model.TestClass:getOnlyConstructor"
"org.junit.runner.Description:isEmpty","org.junit.runner.Description:equals"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:getExpectedException"
"org.junit.internal.runners.model.EachTestNotifier:fireTestStarted","org.junit.runner.notification.RunNotifier:fireTestStarted"
"org.junit.runners.ParentRunner:validatePublicVoidNoArgMethods","org.junit.runners.ParentRunner:getTestClass"
"org.junit.internal.runners.ErrorReportingRunner:runCause","org.junit.runner.notification.RunNotifier:fireTestStarted"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:getTestClass"
"org.junit.runner.Request:method","org.junit.runner.Request:filterWith"
"org.junit.internal.runners.statements.RunBefores:evaluate","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:annotatedBuilder"
"junit.textui.TestRunner:pause","junit.textui.ResultPrinter:printWaitPrompt"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.TestSuite:addTest"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errors"
"org.junit.internal.runners.TestMethod:getAfters","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"junit.framework.JUnit4TestCaseFacade:toString","junit.framework.JUnit4TestCaseFacade:getDescription"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.framework.TestFailure:isFailure","junit.framework.TestFailure:thrownException"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addError"
"junit.framework.TestSuite:addTestMethod","junit.framework.TestSuite:addTest"
"org.junit.runner.JUnitCore:addListener","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:getFailureCount"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunStarted"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"junit.framework.TestFailure:exceptionMessage","junit.framework.TestFailure:thrownException"
"junit.framework.TestSuite:addTestSuite","junit.framework.TestSuite:addTest"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"org.junit.runners.BlockJUnit4ClassRunner:describeChild","org.junit.runners.model.FrameworkMethod:getAnnotations"
"org.junit.runners.BlockJUnit4ClassRunner:methodBlock","org.junit.runners.BlockJUnit4ClassRunner:withAfters"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"org.junit.internal.runners.JUnit4ClassRunner:runMethods","org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod"
"org.junit.runners.ParentRunner:filter","org.junit.runners.ParentRunner:getChildren"
"org.junit.runners.model.RunnerBuilder:runners","org.junit.runners.model.RunnerBuilder:safeRunnerForClass"
"junit.textui.TestRunner:runSingleMethod","junit.textui.TestRunner:doRun"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:containsKey"
"org.junit.runner.Description:equals","org.junit.runner.Description:getDisplayName"
"org.junit.runners.BlockJUnit4ClassRunner:describeChild","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"junit.framework.TestCase:runBare","junit.framework.TestCase:runTest"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:invoke"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.internal.runners.model.EachTestNotifier:fireTestFinished"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"org.junit.runners.ParentRunner:validate","org.junit.runners.ParentRunner:collectInitializationErrors"
"org.junit.experimental.theories.internal.Assignments:getArgumentStrings","org.junit.experimental.theories.PotentialAssignment:getDescription"
"org.junit.runner.Description:testCount","org.junit.runner.Description:isTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"org.junit.internal.runners.JUnit4ClassRunner:filter","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runner.JUnitCore:run","org.junit.runner.Result:createListener"
"org.junit.runners.BlockJUnit4ClassRunner:withAfters","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:testAnnotations"
"org.junit.runners.ParentRunner:shouldRun","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runners.ParentRunner:withBeforeClasses","org.junit.runners.model.TestClass:getAnnotatedMethods"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getDisplayName"
"org.junit.experimental.theories.Theories:computeTestMethods","org.junit.experimental.theories.Theories:getTestClass"
"junit.framework.TestSuite:run","junit.framework.TestResult:shouldStop"
"org.junit.internal.runners.MethodRoadie:runBefores","org.junit.internal.runners.MethodRoadie:addFailure"
"org.junit.internal.runners.MethodValidator:validateNoArgConstructor","org.junit.internal.runners.TestClass:getConstructor"
"org.junit.runners.BlockJUnit4ClassRunner:testName","org.junit.runners.model.FrameworkMethod:getName"
"org.junit.internal.TextListener:printFailure","org.junit.runner.notification.Failure:getTestHeader"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:isTest"
"org.junit.runners.ParentRunner:withAfterClasses","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.runners.model.FrameworkMethod:isShadowedBy","org.junit.runners.model.FrameworkMethod:getName"
"org.junit.runners.Parameterized:getParametersMethod","org.junit.runners.model.TestClass:getName"
"org.junit.internal.builders.JUnit3Builder:runnerForClass","org.junit.internal.builders.JUnit3Builder:isPre4Test"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"junit.framework.JUnit4TestAdapter:sort","org.junit.runner.manipulation.Sorter:apply"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.extensions.TestDecorator:getTest"
"org.junit.experimental.theories.Theories:computeTestMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.TestMethod:isIgnored"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"org.junit.runners.BlockJUnit4ClassRunner:hasOneConstructor","org.junit.runners.model.TestClass:getJavaClass"
"junit.extensions.ActiveTestSuite:run","junit.extensions.ActiveTestSuite:waitUntilFinished"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:elapsedTimeAsString"
"org.junit.internal.runners.model.EachTestNotifier:addFailure","org.junit.internal.runners.model.MultipleFailureException:getFailures"
"org.junit.runners.ParentRunner:classBlock","org.junit.runners.ParentRunner:withAfterClasses"
"org.junit.runner.JUnitCore:runClasses","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:testAt"
"org.junit.runners.BlockJUnit4ClassRunner:withBefores","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.runners.Parameterized:getParametersMethod","org.junit.runners.model.FrameworkMethod:getMethod"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.runners.model.RunnerBuilder:safeRunnerForClass"
"org.junit.runners.BlockJUnit4ClassRunner:withAfters","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.experimental.theories.internal.Assignments:getMethodArguments","org.junit.experimental.theories.internal.Assignments:getActualValues"
"org.junit.runners.Parameterized:getParametersList","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"junit.extensions.TestDecorator:run","junit.extensions.TestDecorator:basicRun"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:getDescription"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:errorCount"
"org.junit.runners.BlockJUnit4ClassRunner:createTest","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"org.junit.runners.ParentRunner:getDescription","org.junit.runners.ParentRunner:describeChild"
"org.junit.runners.ParentRunner:getName","org.junit.runners.model.TestClass:getName"
"junit.textui.ResultPrinter:printWaitPrompt","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"org.junit.internal.runners.TestMethod:expectsException","org.junit.internal.runners.TestMethod:getExpectedException"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:getName"
"org.junit.internal.runners.TestClass:getTestMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.runners.TestMethod:getBefores","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.ArrayComparisonFailure:toString","org.junit.internal.ArrayComparisonFailure:getMessage"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestCase:getName"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.TestMethod:getTimeout"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
"org.junit.runner.Description:isSuite","org.junit.runner.Description:isTest"
"org.junit.runner.notification.Failure:getMessage","org.junit.runner.notification.Failure:getException"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:testName"
"junit.textui.ResultPrinter:addError","junit.textui.ResultPrinter:getWriter"
"org.junit.runners.BlockJUnit4ClassRunner:computeTestMethods","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"junit.framework.JUnit4TestAdapter:countTestCases","org.junit.runner.Runner:testCount"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:getRunCount"
"org.junit.runners.ParentRunner:validatePublicVoidNoArgMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:ignoredBuilder"
