"org.junit.internal.runners.statements.RunBefores:evaluate","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"org.junit.experimental.max.MaxHistory:isNewTest","org.junit.runner.Description:toString"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.TestSuite:addTest"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errors"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.framework.TestFailure:isFailure","junit.framework.TestFailure:thrownException"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addError"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:getFailureCount"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunStarted"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"org.junit.runners.BlockJUnit4ClassRunner:describeChild","org.junit.runners.model.FrameworkMethod:getAnnotations"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"org.junit.runners.ParentRunner:filter","org.junit.runners.ParentRunner:getChildren"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:containsKey"
"org.junit.runner.Description:equals","org.junit.runner.Description:getDisplayName"
"org.junit.runners.BlockJUnit4ClassRunner:describeChild","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:invoke"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.internal.runners.model.EachTestNotifier:fireTestFinished"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"org.junit.experimental.theories.internal.Assignments:getArgumentStrings","org.junit.experimental.theories.PotentialAssignment:getDescription"
"org.junit.runner.Description:testCount","org.junit.runner.Description:isTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"org.junit.internal.runners.JUnit4ClassRunner:filter","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runner.JUnitCore:run","org.junit.runner.Result:createListener"
"org.junit.runners.BlockJUnit4ClassRunner:withAfters","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.JUnit4ClassRunner:testAnnotations"
"org.junit.runners.ParentRunner:shouldRun","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runners.ParentRunner:withBeforeClasses","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.runners.BlockJUnit4ClassRunner:testName","org.junit.runners.model.FrameworkMethod:getName"
"org.junit.internal.runners.JUnit38ClassRunner:filter","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.runners.ParentRunner:withAfterClasses","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.runners.model.FrameworkMethod:isShadowedBy","org.junit.runners.model.FrameworkMethod:getName"
"org.junit.experimental.max.MaxCore:buildRunner","org.junit.runner.Description:toString"
"org.junit.internal.builders.JUnit3Builder:runnerForClass","org.junit.internal.builders.JUnit3Builder:isPre4Test"
"org.junit.experimental.max.MaxCore:findLeaves","org.junit.runner.Request:getRunner"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"junit.framework.JUnit4TestAdapter:sort","org.junit.runner.manipulation.Sorter:apply"
"org.junit.internal.runners.JUnit38ClassRunner:createSuiteDescription","junit.framework.TestSuite:testAt"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.extensions.TestDecorator:getTest"
"org.junit.experimental.theories.Theories:computeTestMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.TestMethod:isIgnored"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"org.junit.runners.BlockJUnit4ClassRunner:hasOneConstructor","org.junit.runners.model.TestClass:getJavaClass"
"org.junit.runner.JUnitCore:runClasses","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:testAt"
"org.junit.runners.Parameterized:getParametersMethod","org.junit.runners.model.FrameworkMethod:getMethod"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.runners.model.RunnerBuilder:safeRunnerForClass"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:getDescription"
"org.junit.runners.BlockJUnit4ClassRunner:createTest","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"org.junit.runners.ParentRunner:getDescription","org.junit.runners.ParentRunner:describeChild"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestSuite:getName"
"org.junit.internal.runners.TestClass:getTestMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.runners.TestMethod:getBefores","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.runners.JUnit38ClassRunner:makeDescription","junit.framework.TestCase:getName"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
"org.junit.runners.BlockJUnit4ClassRunner:computeTestMethods","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"junit.framework.JUnit4TestAdapter:countTestCases","org.junit.runner.Runner:testCount"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:getRunCount"
"org.junit.runners.ParentRunner:validatePublicVoidNoArgMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.internal.runners.JUnit38ClassRunner:filter","junit.framework.TestSuite:addTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"org.junit.runners.BlockJUnit4ClassRunner:methodBlock","org.junit.runners.BlockJUnit4ClassRunner:possiblyExpectingExceptions"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printFailures"
"org.junit.internal.runners.JUnit4ClassRunner:validate","org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateNoArgConstructor"
"org.junit.runners.ParentRunner:run","org.junit.runners.ParentRunner:classBlock"
"org.junit.internal.runners.ClassRoadie:runBefores","org.junit.internal.runners.TestClass:getBefores"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"org.junit.runners.BlockJUnit4ClassRunner:validateInstanceMethods","org.junit.runners.BlockJUnit4ClassRunner:computeTestMethods"
"org.junit.experimental.theories.internal.Assignments:getAllArguments","org.junit.experimental.theories.internal.Assignments:getActualValues"
"org.junit.runners.ParentRunner:getDescription","org.junit.runner.Description:addChild"
"org.junit.experimental.max.MaxCore:run","org.junit.runner.Request:getRunner"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"org.junit.experimental.theories.internal.AllMembersSupplier:addSinglePointMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.experimental.theories.Theories:validateTestMethods","org.junit.experimental.theories.Theories:computeTestMethods"
"org.junit.runners.ParentRunner:classBlock","org.junit.runners.ParentRunner:withBeforeClasses"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"org.junit.experimental.max.MaxHistory:getTestDuration","org.junit.runner.Description:toString"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"org.junit.runners.BlockJUnit4ClassRunner:possiblyExpectingExceptions","org.junit.runners.model.FrameworkMethod:getAnnotation"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"org.junit.experimental.theories.Theories:validateTestMethods","org.junit.runners.model.FrameworkMethod:validatePublicVoidNoArg"
"junit.textui.TestRunner:start","junit.textui.TestRunner:getTest"
"org.junit.experimental.max.MaxCore:sortRequest","org.junit.experimental.max.MaxHistory:testComparator"
"junit.framework.JUnit4TestAdapter:run","junit.framework.JUnit4TestAdapterCache:getNotifier"
"org.junit.internal.TextListener:printFooter","org.junit.runner.Result:wasSuccessful"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.Result:getFailures"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapterCache:asTestList"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:describe"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:suiteMethodBuilder"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"org.junit.internal.runners.model.EachTestNotifier:addFailedAssumption","org.junit.runner.notification.RunNotifier:fireTestAssumptionFailed"
"org.junit.internal.runners.JUnit4ClassRunner:testAborted","org.junit.runner.notification.RunNotifier:fireTestFinished"
"org.junit.runner.JUnitCore:runMainAndExit","org.junit.runner.JUnitCore:runMain"
"org.junit.internal.runners.model.EachTestNotifier:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.runners.model.FrameworkMethod:validatePublicVoidNoArg","org.junit.runners.model.FrameworkMethod:validatePublicVoid"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"org.junit.runners.ParentRunner:getDescription","org.junit.runners.ParentRunner:getName"
"org.junit.runners.BlockJUnit4ClassRunner:validateZeroArgConstructor","org.junit.runners.model.TestClass:getOnlyConstructor"
"junit.textui.TestRunner:start","junit.textui.TestRunner:extractClassName"
"org.junit.internal.builders.SuiteMethodBuilder:runnerForClass","org.junit.internal.builders.SuiteMethodBuilder:hasSuiteMethod"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
"org.junit.internal.builders.IgnoredClassRunner:run","org.junit.internal.builders.IgnoredClassRunner:getDescription"
"org.junit.experimental.theories.internal.Assignments:potentialsForNextUnassigned","org.junit.experimental.theories.internal.Assignments:nextUnassigned"
"org.junit.runner.JUnitCore:run","org.junit.runner.JUnitCore:removeListener"
"org.junit.experimental.max.MaxCore:run","org.junit.runner.JUnitCore:addListener"
"org.junit.experimental.max.MaxCore:run","org.junit.runner.JUnitCore:run"
"org.junit.experimental.max.MaxHistory:forFolder","org.junit.experimental.max.CouldNotReadCoreException:printStackTrace"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.runners.model.Statement:evaluate"
"org.junit.internal.TextListener:testRunFinished","org.junit.internal.TextListener:printFooter"
"org.junit.internal.requests.SortingRequest:getRunner","org.junit.runner.Request:getRunner"
"org.junit.internal.runners.JUnit4ClassRunner:createTest","org.junit.internal.runners.TestClass:getConstructor"
"junit.extensions.ActiveTestSuite:waitUntilFinished","junit.extensions.ActiveTestSuite:testCount"
"org.junit.runners.BlockJUnit4ClassRunner:computeTestMethods","org.junit.runners.model.TestClass:getAnnotatedMethods"
"org.junit.runners.ParentRunner:sortChild","org.junit.runner.manipulation.Sorter:apply"
"junit.framework.JUnit4TestAdapterCache:asTest","org.junit.runner.Description:isSuite"
"org.junit.runner.Description:hashCode","org.junit.runner.Description:getDisplayName"
"org.junit.runners.Suite:describeChild","org.junit.runner.Runner:getDescription"
"org.junit.experimental.max.MaxCore:buildRunner","org.junit.runner.Description:getMethodName"
"junit.textui.TestRunner:start","junit.textui.TestRunner:doRun"
"org.junit.internal.TextListener:printFailures","org.junit.runner.Result:getFailures"
"org.junit.internal.builders.AllDefaultPossibilitiesBuilder:runnerForClass","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:junit4Builder"
"org.junit.internal.runners.JUnit4ClassRunner:methodDescription","org.junit.internal.runners.TestClass:getJavaClass"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:get"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.runners.BlockJUnit4ClassRunner:methodBlock"
"org.junit.internal.runners.JUnit38ClassRunner:run","junit.framework.TestResult:addListener"
"junit.framework.JUnit4TestAdapter:getDescription","org.junit.runner.Runner:getDescription"
"org.junit.internal.runners.JUnit4ClassRunner:getDescription","org.junit.internal.runners.JUnit4ClassRunner:classAnnotations"
"org.junit.internal.runners.JUnit4ClassRunner:validate","org.junit.internal.runners.MethodValidator:assertValid"
"junit.framework.JUnit4TestAdapter:run","org.junit.runner.Runner:run"
"org.junit.experimental.max.MaxHistory:putTestDuration","org.junit.runner.Description:toString"
"org.junit.internal.TextListener:printFailures","org.junit.internal.TextListener:printFailure"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:createTest"
"org.junit.runners.BlockJUnit4ClassRunner:describeChild","org.junit.runners.BlockJUnit4ClassRunner:testName"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapter:getDescription"
"junit.textui.TestRunner:main","junit.textui.TestRunner:start"
"org.junit.internal.runners.TestMethod:isUnexpected","org.junit.internal.runners.TestMethod:getExpectedException"
"org.junit.experimental.theories.internal.AllMembersSupplier:addFields","org.junit.experimental.theories.ParameterSignature:canAcceptType"
"org.junit.runners.BlockJUnit4ClassRunner:createTest","org.junit.runners.model.TestClass:getOnlyConstructor"
"org.junit.internal.runners.JUnit4ClassRunner:getTestMethods","org.junit.internal.runners.TestClass:getTestMethods"
"org.junit.internal.runners.JUnit4ClassRunner:run","org.junit.internal.runners.ClassRoadie:runProtected"
"org.junit.internal.runners.ClassRoadie:runAfters","org.junit.internal.runners.ClassRoadie:addFailure"
"org.junit.internal.runners.JUnit4ClassRunner:invokeTestMethod","org.junit.internal.runners.JUnit4ClassRunner:methodDescription"
"org.junit.internal.runners.JUnit38ClassRunner:createSuiteDescription","junit.framework.TestSuite:countTestCases"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addFailure"
"org.junit.runner.Runner:testCount","org.junit.runner.Runner:getDescription"
"org.junit.runner.notification.Failure:getTrace","org.junit.runner.notification.Failure:getException"
"org.junit.internal.runners.model.EachTestNotifier:fireTestFinished","org.junit.runner.notification.RunNotifier:fireTestFinished"
"org.junit.internal.runners.MethodRoadie:runWithTimeout","org.junit.internal.runners.MethodRoadie:runBeforesThenTestThenAfters"
"org.junit.runners.ParentRunner:getFilteredChildren","org.junit.runners.ParentRunner:getChildren"
"org.junit.experimental.theories.ParameterSignature:canAcceptArrayType","org.junit.experimental.theories.ParameterSignature:canAcceptType"
"org.junit.internal.runners.MethodRoadie:run","org.junit.internal.runners.MethodRoadie:runTest"
"org.junit.internal.runners.MethodValidator:validateInstanceMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.internal.runners.JUnit4ClassRunner:getName","org.junit.internal.runners.JUnit4ClassRunner:getTestClass"
"org.junit.experimental.max.MaxCore:buildRunner","org.junit.runner.Request:getRunner"
"org.junit.runners.BlockJUnit4ClassRunner:validateConstructor","org.junit.runners.BlockJUnit4ClassRunner:validateZeroArgConstructor"
"org.junit.internal.runners.ClassRoadie:runProtected","org.junit.internal.runners.ClassRoadie:runUnprotected"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:wasSuccessful"
"org.junit.runner.Description:getClassName","org.junit.runner.Description:toString"
"org.junit.internal.runners.MethodRoadie:run","org.junit.runner.notification.RunNotifier:fireTestStarted"
"org.junit.runners.BlockJUnit4ClassRunner:runChild","org.junit.internal.runners.model.EachTestNotifier:addFailedAssumption"
"org.junit.internal.runners.ErrorReportingRunner:runCause","org.junit.runner.notification.RunNotifier:fireTestFinished"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:createTestResult"
"org.junit.internal.runners.MethodRoadie:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.runners.BlockJUnit4ClassRunner:hasOneConstructor","org.junit.runners.BlockJUnit4ClassRunner:getTestClass"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:runCount"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:isUnexpected"
"org.junit.internal.runners.MethodRoadie:runTestMethod","org.junit.internal.runners.TestMethod:expectsException"
"org.junit.runners.BlockJUnit4ClassRunner:methodBlock","org.junit.runners.BlockJUnit4ClassRunner:withPotentialTimeout"
"org.junit.experimental.results.FailureList:result","org.junit.runner.Result:createListener"
"org.junit.internal.runners.MethodValidator:validateTestMethods","org.junit.internal.runners.TestClass:getAnnotatedMethods"
"org.junit.experimental.theories.internal.AllMembersSupplier:addMultiPointMethods","org.junit.runners.model.FrameworkMethod:invokeExplosively"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:failureCount"
"org.junit.internal.requests.ClassRequest:getRunner","org.junit.internal.builders.AllDefaultPossibilitiesBuilder:safeRunnerForClass"
"org.junit.runners.BlockJUnit4ClassRunner:collectInitializationErrors","org.junit.runners.BlockJUnit4ClassRunner:validateInstanceMethods"
"junit.textui.TestRunner:doRun","junit.textui.TestRunner:pause"
"junit.framework.JUnit4TestCaseFacade:toString","org.junit.runner.Description:toString"
"org.junit.experimental.max.MaxCore:findLeaves","org.junit.runner.Description:getChildren"
"junit.textui.ResultPrinter:printDefectTrace","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.MethodRoadie:runAfters","org.junit.internal.runners.MethodRoadie:addFailure"
"org.junit.internal.runners.statements.RunBefores:evaluate","org.junit.runners.model.Statement:evaluate"
"junit.framework.JUnit4TestAdapterCache:getNotifier","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.internal.runners.JUnit4ClassRunner:classAnnotations","org.junit.internal.runners.TestClass:getJavaClass"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.MethodRoadie:runAfters","org.junit.internal.runners.TestMethod:getAfters"
"org.junit.experimental.max.MaxCore:findLeaves","org.junit.runner.Runner:getDescription"
"org.junit.experimental.theories.internal.Assignments:potentialsForNextUnassigned","org.junit.experimental.theories.ParameterSupplier:getValueSources"
"org.junit.internal.runners.JUnit4ClassRunner:getName","org.junit.internal.runners.TestClass:getName"
