"org.junit.internal.runners.MethodValidator:validateTestMethods","org.junit.internal.runners.TestIntrospector:getTestMethods"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.internal.runners.TestIntrospector:isIgnored"
"org.junit.runner.JUnitCore:addListener","org.junit.runner.notification.RunNotifier:addListener"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunStarted"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"junit.framework.TestFailure:exceptionMessage","junit.framework.TestFailure:thrownException"
"junit.framework.TestSuite:addTestSuite","junit.framework.TestSuite:addTest"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"org.junit.internal.requests.ClassesRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.textui.TestRunner:runSingleMethod","junit.textui.TestRunner:doRun"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:containsKey"
"org.junit.runner.Description:equals","org.junit.runner.Description:getDisplayName"
"org.junit.internal.runners.TestClassMethodsRunner:getDescription","org.junit.internal.runners.TestClassMethodsRunner:getName"
"junit.framework.TestCase:runBare","junit.framework.TestCase:runTest"
"org.junit.runners.Parameterized:validate","org.junit.internal.runners.MethodValidator:validateInstanceMethods"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"org.junit.internal.runners.OldTestClassRunner:run","junit.framework.TestResult:addListener"
"org.junit.runner.Description:testCount","org.junit.runner.Description:isTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"org.junit.runner.JUnitCore:run","org.junit.runner.Result:createListener"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getDisplayName"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestSuite:testCount"
"junit.framework.TestSuite:run","junit.framework.TestResult:shouldStop"
"org.junit.internal.runners.TestClassRunner:filter","org.junit.runner.manipulation.Filter:apply"
"junit.framework.JUnit4TestAdapterCache:asTestList","org.junit.runner.Description:isTest"
"org.junit.internal.runners.TextListener:printFooter","org.junit.runner.Result:getFailureCount"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"org.junit.internal.requests.ErrorReportingRequest:getRunner","org.junit.internal.runners.CompositeRunner:add"
"org.junit.internal.requests.ClassRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"junit.extensions.ActiveTestSuite:run","junit.extensions.ActiveTestSuite:waitUntilFinished"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:elapsedTimeAsString"
"org.junit.runner.JUnitCore:killAllThreads","org.junit.runner.Result:wasSuccessful"
"org.junit.internal.runners.TestClassMethodsRunner:methodDescription","org.junit.internal.runners.TestClassMethodsRunner:testName"
"org.junit.runner.JUnitCore:runClasses","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.CompositeRunner:sort","org.junit.runner.manipulation.Sorter:apply"
"org.junit.internal.runners.TestMethodRunner:runUnprotected","org.junit.internal.runners.TestMethodRunner:executeMethodBody"
"org.junit.internal.requests.ClassRequest:getRunner","org.junit.internal.requests.ClassRequest:getRunnerClass"
"org.junit.internal.runners.TextListener:printFailures","org.junit.internal.runners.TextListener:printFailure"
"junit.extensions.TestDecorator:run","junit.extensions.TestDecorator:basicRun"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:getDescription"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:errorCount"
"org.junit.internal.runners.BeforeAndAfterRunner:runAfters","org.junit.internal.runners.TestIntrospector:getTestMethods"
"junit.textui.ResultPrinter:printWaitPrompt","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.TestClassMethodsRunner:methodDescription","org.junit.internal.runners.TestClassMethodsRunner:getTestClass"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"org.junit.internal.ArrayComparisonFailure:toString","org.junit.internal.ArrayComparisonFailure:getMessage"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
"org.junit.runner.Description:isSuite","org.junit.runner.Description:isTest"
"org.junit.runner.notification.Failure:getMessage","org.junit.runner.notification.Failure:getException"
"junit.textui.ResultPrinter:addError","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.TestClassMethodsRunner:filter","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"junit.framework.JUnit4TestAdapter:countTestCases","org.junit.runner.Runner:testCount"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestCase:getName"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.JUnitCore:addListener"
"junit.textui.TestRunner:main","junit.framework.TestResult:wasSuccessful"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:put"
"org.junit.runner.Description:toString","org.junit.runner.Description:getDisplayName"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:clearStatus"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"org.junit.internal.runners.TestMethodRunner:runWithTimeout","org.junit.internal.runners.TestMethodRunner:addFailure"
"junit.framework.JUnit4TestAdapterCache:createTest","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.extensions.TestDecorator:getTest"
"org.junit.runner.Description:equals","org.junit.runner.Description:getChildren"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"org.junit.runner.JUnitCore:run","org.junit.runner.Request:getRunner"
"org.junit.internal.requests.ClassesRequest:getRunner","org.junit.internal.runners.CompositeRunner:add"
"org.junit.internal.runners.TestClassMethodsRunner:getName","org.junit.internal.runners.TestClassMethodsRunner:getTestClass"
"org.junit.internal.runners.CompositeRunner:filter","org.junit.runner.manipulation.Filter:apply"
"junit.textui.TestRunner:run","junit.textui.TestRunner:doRun"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectHeader"
"org.junit.runner.JUnitCore:removeListener","org.junit.runner.notification.RunNotifier:removeListener"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"org.junit.internal.runners.CompositeRunner:getDescription","org.junit.runner.Runner:getDescription"
"junit.textui.TestRunner:start","junit.textui.TestRunner:getTest"
"junit.textui.ResultPrinter:addFailure","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.runner.notification.RunNotifier:fireTestFinished"
"junit.framework.JUnit4TestAdapter:run","junit.framework.JUnit4TestAdapterCache:getNotifier"
"org.junit.internal.runners.CompositeRunner:run","org.junit.runner.Runner:run"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.internal.runners.TestClassMethodsRunner:createMethodRunner"
"org.junit.internal.runners.TextListener:printFailures","org.junit.runner.Result:getFailureCount"
"org.junit.internal.runners.TestClassRunner:run","org.junit.internal.runners.BeforeAndAfterRunner:runProtected"
"org.junit.internal.runners.TestMethodRunner:runMethod","org.junit.internal.runners.TestMethodRunner:runProtected"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestSuite:testAt"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.Result:getFailures"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:runFailed"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapterCache:asTestList"
"org.junit.internal.runners.CompositeRunner:filter","org.junit.runner.manipulation.Filter:shouldRun"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.runner.notification.RunNotifier:fireTestIgnored"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:describe"
"org.junit.internal.runners.BeforeAndAfterRunner:runBefores","org.junit.internal.runners.TestIntrospector:getTestMethods"
"org.junit.internal.runners.TextListener:printFailure","org.junit.internal.runners.TextListener:printFailureHeader"
"org.junit.internal.runners.TextListener:printHeader","org.junit.internal.runners.TextListener:elapsedTimeAsString"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"org.junit.internal.runners.BeforeAndAfterRunner:runBefores","org.junit.internal.runners.BeforeAndAfterRunner:addFailure"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"junit.framework.TestCase:runBare","junit.framework.TestCase:setUp"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"org.junit.internal.runners.MethodValidator:validateAllMethods","org.junit.internal.runners.MethodValidator:validateNoArgConstructor"
"org.junit.internal.runners.TestClassMethodsRunner:createTest","org.junit.internal.runners.TestClassMethodsRunner:getTestClass"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:errorCount"
"org.junit.runner.JUnitCore:main","org.junit.runner.JUnitCore:runMain"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"org.junit.internal.runners.TestClassMethodsRunner:createMethodRunner","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"org.junit.internal.runners.TextListener:printFailureHeader","org.junit.runner.notification.Failure:getTestHeader"
"junit.framework.TestCase:runBare","junit.framework.TestCase:tearDown"
"org.junit.internal.runners.CompositeRunner:getDescription","org.junit.runner.Description:addChild"
"junit.textui.TestRunner:start","junit.textui.TestRunner:extractClassName"
"junit.textui.TestRunner:doRun","junit.framework.TestResult:addListener"
"org.junit.internal.runners.TextListener:testRunFinished","org.junit.internal.runners.TextListener:printHeader"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunFinished"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
"org.junit.runner.JUnitCore:run","org.junit.runner.JUnitCore:removeListener"
