"junit.textui.ResultPrinter:printDefectTrace","junit.textui.ResultPrinter:getWriter"
"junit.runner.LoadingTestCollector:isTestClass","junit.runner.LoadingTestCollector:hasPublicConstructor"
"junit.awtui.TestRunner:createUI","junit.awtui.TestRunner:createMenus"
"junit.swingui.TestRunner:rerunTest","junit.framework.TestCase:getName"
"junit.swingui.TestRunner:createUI","junit.swingui.TestRunner:createRunButton"
"junit.swingui.TestRunner:createUseLoaderCheckBox","junit.runner.BaseTestRunner:useReloadingTestSuiteLoader"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:loadSuiteClass"
"junit.swingui.TestRunner:showFailureDetail","junit.swingui.TestRunner:getFailures"
"junit.awtui.TestRunner:start","junit.runner.BaseTestRunner:processArguments"
"junit.swingui.TestRunner:createUI","junit.swingui.TestRunner:createFailureDetailView"
"junit.awtui.TestRunner:start","junit.awtui.TestRunner:setSuiteName"
"junit.textui.ResultPrinter:printDefectHeader","junit.textui.ResultPrinter:getWriter"
"junit.runner.LoadingTestCollector:isTestClass","junit.runner.LoadingTestCollector:classFromFile"
"junit.awtui.ProgressBar:paint","junit.awtui.ProgressBar:paintStatus"
"junit.swingui.TestRunner:doRunTest","junit.framework.TestResult:addListener"
"junit.runner.ClassPathTestCollector:collectTests","junit.runner.ClassPathTestCollector:collectFilesInPath"
"junit.swingui.TestRunner:clearStatus","junit.swingui.StatusLine:clear"
"junit.swingui.TestRunner:browseTestClasses","junit.swingui.TestRunner:setSuite"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:extractClassName"
"junit.awtui.TestRunner:createUI","junit.awtui.TestRunner:addGrid"
"junit.framework.TestSuite:toString","junit.framework.TestSuite:getName"
"junit.textui.ResultPrinter:printDefectTrace","junit.framework.TestFailure:trace"
"junit.awtui.ProgressBar:reset","junit.awtui.ProgressBar:paint"
"junit.framework.TestResult:run","junit.framework.TestResult:runProtected"
"junit.swingui.TestTreeModel:getChild","junit.swingui.TestTreeModel:isTestSuite"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:getWriter"
"junit.extensions.RepeatedTest:run","junit.framework.TestResult:shouldStop"
"junit.swingui.TestTreeModel:getChild","junit.framework.TestSuite:testAt"
"junit.swingui.TestRunner:createUI","junit.swingui.TestRunner:createUseLoaderCheckBox"
"junit.swingui.TestRunner:reset","junit.swingui.CounterPanel:reset"
"junit.runner.BaseTestRunner:loadSuiteClass","junit.runner.BaseTestRunner:getLoader"
"junit.swingui.TestRunner:createUI","junit.swingui.TestRunner:createCounterPanel"
"junit.textui.TestRunner:pause","junit.textui.ResultPrinter:printWaitPrompt"
"junit.awtui.TestRunner:testFailed","junit.framework.TestResult:failureCount"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errors"
"junit.framework.TestFailure:isFailure","junit.framework.TestFailure:thrownException"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addError"
"junit.framework.TestSuite:addTestMethod","junit.framework.TestSuite:addTest"
"junit.swingui.TestRunner:showInfo","junit.swingui.StatusLine:showInfo"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"junit.swingui.TestRunner:createUI","junit.swingui.TestRunner:createTestRunViews"
"junit.framework.TestFailure:exceptionMessage","junit.framework.TestFailure:thrownException"
"junit.framework.TestSuite:addTestSuite","junit.framework.TestSuite:addTest"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"junit.swingui.TestRunner:textChanged","junit.swingui.TestRunner:clearStatus"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"junit.framework.TestCase:runBare","junit.framework.TestCase:runTest"
"junit.framework.TestSuite:run","junit.framework.TestSuite:tests"
"junit.swingui.ProgressBar:start","junit.swingui.ProgressBar:reset"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"junit.swingui.TestRunner:browseTestClasses","junit.swingui.TestSelector:isEmpty"
"junit.swingui.TestRunner:start","junit.swingui.TestRunner:setSuite"
"junit.runner.LoadingTestCollector:isTestClass","junit.runner.LoadingTestCollector:hasSuiteMethod"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"junit.awtui.TestRunner:rerunTest","junit.framework.TestResult:wasSuccessful"
"junit.awtui.TestRunner:runSuite","junit.runner.BaseTestRunner:setLoading"
"junit.swingui.TestRunner:createUI","junit.swingui.TestRunner:createLogo"
"junit.swingui.TestTreeModel:getChildCount","junit.framework.TestSuite:testCount"
"junit.swingui.TestTreeModel:getIndexOfChild","junit.framework.TestSuite:tests"
"junit.awtui.TestRunner:createUI","junit.runner.BaseTestRunner:useReloadingTestSuiteLoader"
"junit.framework.TestSuite:run","junit.framework.TestResult:shouldStop"
"junit.swingui.TestRunner:rerunTest","junit.runner.BaseTestRunner:getLoader"
"junit.awtui.TestRunner:start","junit.awtui.TestRunner:createUI"
"junit.swingui.TestHierarchyRunView:testSelected","junit.swingui.TestHierarchyRunView:getSelectedTest"
"junit.swingui.TestRunner:start","junit.swingui.TestRunner:createUI"
"junit.swingui.TestRunner:rerunTest","junit.framework.TestResult:errorCount"
"junit.swingui.TestTreeModel:findTest","junit.framework.TestSuite:testAt"
"junit.swingui.TestRunner:createTestRunViews","junit.swingui.TestHierarchyRunView:addTab"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"junit.swingui.TestRunner:showFailureDetail","junit.framework.TestFailure:failedTest"
"junit.runner.ClassPathTestCollector:collectFilesInPath","junit.runner.ClassPathTestCollector:splitClassPath"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"junit.awtui.TestRunner:reset","junit.awtui.ProgressBar:reset"
"junit.swingui.TestHierarchyRunView:revealFailure","junit.swingui.TestTreeModel:getRoot"
"junit.swingui.TestHierarchyRunView:activate","junit.swingui.TestHierarchyRunView:testSelected"
"junit.swingui.TestRunner:insertUpdate","junit.swingui.TestRunner:textChanged"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"junit.extensions.ActiveTestSuite:run","junit.extensions.ActiveTestSuite:waitUntilFinished"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:elapsedTimeAsString"
"junit.swingui.TestRunner:doRunTest","junit.swingui.TestRunner:createTestResult"
"junit.runner.LoadingTestCollector:classFromFile","junit.runner.ClassPathTestCollector:classNameFromFile"
"junit.swingui.TestRunner:runSuite","junit.swingui.TestRunner:getSuiteText"
"junit.swingui.TestTreeModel:getIndexOfChild","junit.swingui.TestTreeModel:isTestSuite"
"junit.swingui.TestSuitePanel:endTest","junit.swingui.TestTreeModel:addRunTest"
"junit.extensions.TestDecorator:run","junit.extensions.TestDecorator:basicRun"
"junit.framework.TestResult:wasSuccessful","junit.framework.TestResult:errorCount"
"junit.swingui.TestHierarchyRunView:revealFailure","junit.swingui.TestSuitePanel:getTree"
"junit.swingui.TestRunner:runSuite","junit.runner.BaseTestRunner:getTest"
"junit.swingui.TestRunner:showStatus","junit.swingui.StatusLine:showError"
"junit.awtui.TestRunner:createMenus","junit.awtui.TestRunner:createJUnitMenu"
"junit.textui.ResultPrinter:printWaitPrompt","junit.textui.ResultPrinter:getWriter"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"junit.swingui.TestRunner:removeUpdate","junit.swingui.TestRunner:textChanged"
"junit.swingui.TestHierarchyRunView:revealFailure","junit.swingui.TestTreeModel:getChild"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
"junit.textui.ResultPrinter:addError","junit.textui.ResultPrinter:getWriter"
"junit.framework.TestSuite:countTestCases","junit.framework.TestSuite:tests"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"junit.textui.TestRunner:main","junit.framework.TestResult:wasSuccessful"
"junit.swingui.TestRunner:browseTestClasses","junit.swingui.TestRunner:createTestCollector"
"junit.swingui.TestHierarchyRunView:aboutToStart","junit.swingui.TestSuitePanel:showTestTree"
"junit.awtui.ProgressBar:start","junit.awtui.ProgressBar:reset"
"junit.swingui.TestRunner:doRunTest","junit.swingui.TestRunner:aboutToStart"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"junit.swingui.FailureRunView:getSelectedTest","junit.framework.TestFailure:failedTest"
"junit.swingui.TestRunner:runSuite","junit.swingui.TestRunner:reset"
"junit.swingui.TestSuitePanel:addError","junit.swingui.TestTreeModel:addError"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:clearStatus"
"junit.swingui.TestRunner:createMenus","junit.swingui.TestRunner:createJUnitMenu"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"junit.awtui.TestRunner:createUI","junit.awtui.TestRunner:createCounterPanel"
"junit.swingui.TestRunner:textChanged","junit.swingui.TestRunner:getSuiteText"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"junit.swingui.TestRunner:runTest","junit.framework.TestResult:stop"
"junit.textui.TestRunner:run","junit.textui.TestRunner:doRun"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectHeader"
"junit.swingui.TestRunner:createTestRunViews","junit.swingui.FailureRunView:addTab"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"junit.swingui.TestRunner:main","junit.swingui.TestRunner:start"
"junit.extensions.ActiveTestSuite:waitUntilFinished","junit.framework.TestSuite:testCount"
"junit.textui.ResultPrinter:addFailure","junit.textui.ResultPrinter:getWriter"
"junit.runner.LoadingTestCollector:classFromFile","junit.runner.TestCaseClassLoader:loadClass"
"junit.swingui.FailureRunView:testSelected","junit.swingui.FailureRunView:getSelectedTest"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:runFailed"
"junit.runner.ReloadingTestSuiteLoader:load","junit.runner.ReloadingTestSuiteLoader:createLoader"
"junit.awtui.TestRunner:runSuite","junit.awtui.TestRunner:reset"
"junit.swingui.FailureRunView:activate","junit.swingui.FailureRunView:testSelected"
"junit.awtui.TestRunner:testFailed","junit.framework.TestResult:errorCount"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"junit.runner.TestCaseClassLoader:loadClass","junit.runner.TestCaseClassLoader:isExcluded"
"junit.textui.TestRunner:start","junit.runner.BaseTestRunner:extractClassName"
"junit.textui.TestRunner:start","junit.runner.BaseTestRunner:getTest"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"junit.swingui.TestTreeModel:isLeaf","junit.swingui.TestTreeModel:isTestSuite"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"junit.awtui.TestRunner:main","junit.awtui.TestRunner:start"
"junit.framework.TestCase:runBare","junit.framework.TestCase:setUp"
"junit.swingui.TestRunner:reset","junit.swingui.ProgressBar:reset"
"junit.textui.ResultPrinter:printFooter","junit.framework.TestResult:errorCount"
"junit.swingui.TestRunner:runSuite","junit.runner.BaseTestRunner:setLoading"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"junit.swingui.TestHierarchyRunView:getSelectedTest","junit.swingui.TestSuitePanel:getSelectedTest"
"junit.runner.ClassPathTestCollector:collectFilesInRoots","junit.runner.ClassPathTestCollector:gatherFiles"
"junit.awtui.ProgressBar:paint","junit.awtui.ProgressBar:paintBackground"
"junit.framework.TestCase:runBare","junit.framework.TestCase:tearDown"
"junit.textui.TestRunner:doRun","junit.framework.TestResult:addListener"
"junit.runner.ClassPathTestCollector:gatherFiles","junit.runner.ClassPathTestCollector:isTestClass"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
