"org.junit.internal.runners.TextListener:testRunFinished","org.junit.internal.runners.TextListener:printFooter"
"junit.runner.BaseTestRunner:getTest","junit.runner.BaseTestRunner:loadSuiteClass"
"org.junit.tests.SuiteTest:ensureTestIsRun","org.junit.runner.Result:getFailureCount"
"org.junit.internal.runners.TestClassMethodsRunner:run","org.junit.internal.runners.TestClassMethodsRunner:getDescription"
"org.junit.tests.OldTestClassRunnerTest:plansDecoratorCorrectly","org.junit.internal.runners.OldTestClassRunner:testCount"
"org.junit.tests.AnnotationTest:testExceptionNotThrown","org.junit.runner.notification.Failure:getMessage"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.internal.runners.TestMethodRunner:run"
"org.junit.tests.AnnotationTest:testSetupFailure","org.junit.runner.Result:getFailureCount"
"org.junit.tests.ClassRequestTest:noSuiteMethodIfMethodPrivate","org.junit.internal.requests.ClassRequest:hasSuiteMethod"
"org.junit.internal.requests.SortingRequest:getRunner","org.junit.runner.manipulation.Sorter:apply"
"org.junit.runner.notification.Failure:toString","org.junit.runner.notification.Failure:getTestHeader"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:generatedErrorTestsMatchUp","junit.framework.JUnit4TestAdapter:run"
"org.junit.internal.runners.TextListener:printFooter","org.junit.runner.Result:wasSuccessful"
"org.junit.internal.requests.ClassRequest:getRunnerClass","org.junit.internal.requests.ClassRequest:isPre4Test"
"org.junit.tests.SingleMethodTest:filteringAwayEverythingThrowsException","org.junit.runner.Request:getRunner"
"org.junit.tests.AnnotationTest:testOrderingOfInheritance","org.junit.runner.JUnitCore:run"
"org.junit.tests.TestMethodTest:ignoreRunner","org.junit.runner.Result:getIgnoreCount"
"org.junit.tests.AnnotationTest:testTwoTests","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.internal.runners.TestClassMethodsRunner:createTest"
"org.junit.runner.Description:addChild","org.junit.runner.Description:getChildren"
"org.junit.internal.runners.TestClassRunner:getDescription","org.junit.runner.Runner:getDescription"
"org.junit.tests.AnnotationTest:testRunAllAftersRegardless","org.junit.runner.JUnitCore:run"
"org.junit.tests.RunnerTest:testFinished","org.junit.runner.JUnitCore:run"
"junit.framework.TestResult:run","junit.framework.TestResult:runProtected"
"junit.textui.ResultPrinter:printHeader","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.TextListener:printFailures","org.junit.runner.Result:getFailures"
"org.junit.samples.money.MoneyTest:testMoneyEquals","junit.samples.money.Money:equals"
"junit.framework.JUnit4TestAdapterCache:createTest","junit.framework.TestSuite:addTest"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errors"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.framework.TestFailure:isFailure","junit.framework.TestFailure:thrownException"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addError"
"org.junit.internal.runners.MethodValidator:validateTestMethods","org.junit.internal.runners.TestIntrospector:getTestMethods"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.internal.runners.TestIntrospector:isIgnored"
"org.junit.tests.EnclosedTest:enclosedRunnerPlansEnclosedClasses","org.junit.runner.Runner:testCount"
"org.junit.tests.TimeoutTest:stalledThreadAppearsInStackTrace","org.junit.runner.JUnitCore:run"
"org.junit.runner.JUnitCore:run","org.junit.runner.notification.RunNotifier:fireTestRunStarted"
"org.junit.tests.AnnotationTest:testExceptionNotThrown","org.junit.runner.Result:getFailureCount"
"org.junit.tests.SuiteTest:whatHappensWhenASuiteContainsItselfIndirectly","org.junit.runner.Result:getFailureCount"
"org.junit.tests.TestListenerTest:failingListener","org.junit.runner.JUnitCore:addListener"
"junit.runner.BaseTestRunner:processArguments","junit.runner.BaseTestRunner:setLoading"
"org.junit.tests.AnnotationTest:testExceptionNotThrown","org.junit.runner.JUnitCore:run"
"org.junit.tests.SingleMethodTest:oneTimeSetup","org.junit.runner.Result:getRunCount"
"junit.framework.TestSuite:run","junit.framework.TestSuite:runTest"
"junit.runner.BaseTestRunner:startTest","junit.runner.BaseTestRunner:testStarted"
"org.junit.tests.AnnotationTest:testTestAndTeardownFailure","org.junit.runner.notification.Failure:getException"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:containsKey"
"org.junit.runner.Description:equals","org.junit.runner.Description:getDisplayName"
"org.junit.internal.runners.TestClassMethodsRunner:getDescription","org.junit.internal.runners.TestClassMethodsRunner:getName"
"org.junit.tests.RunnerTest:testFinished","org.junit.runner.JUnitCore:addListener"
"org.junit.tests.TimeoutTest:timeoutFailure","org.junit.runner.JUnitCore:run"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failureCount"
"org.junit.internal.runners.OldTestClassRunner:run","junit.framework.TestResult:addListener"
"org.junit.samples.money.MoneyTest:testMoneyEquals","junit.samples.money.Money:hashCode"
"org.junit.runner.Description:testCount","org.junit.runner.Description:isTest"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printHeader"
"org.junit.runner.JUnitCore:run","org.junit.runner.Result:createListener"
"org.junit.runners.Suite:validate","org.junit.internal.runners.MethodValidator:validateStaticMethods"
"org.junit.internal.runners.TestClassRunner:filter","org.junit.runner.manipulation.Filter:apply"
"org.junit.tests.AnnotationTest:testErrorInBeforeClass","org.junit.runner.notification.Failure:getDescription"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:initializationErrorsAreThrownAtRuntime","junit.framework.TestFailure:exceptionMessage"
"org.junit.samples.money.MoneyTest:zeroMoniesAreEqualRegardlessOfCurrency","junit.samples.money.Money:hashCode"
"org.junit.tests.UserStopTest:stopMethodRunner","org.junit.internal.runners.TestMethodRunner:run"
"org.junit.tests.ExpectedTest:unexpected","org.junit.runner.Result:getFailures"
"org.junit.tests.ForwardCompatibilityTest:testNotifyResult","junit.framework.JUnit4TestAdapter:run"
"org.junit.tests.TestMethodTest:validateAllMethods","org.junit.internal.runners.InitializationError:getCauses"
"org.junit.samples.money.MoneyTest:testNormalize4","junit.samples.money.Money:subtract"
"org.junit.tests.TimeoutTest:compatibility","junit.framework.JUnit4TestAdapter:run"
"org.junit.tests.ForwardCompatibilityTest:testNoException","junit.framework.TestResult:wasSuccessful"
"org.junit.internal.runners.TextListener:printFooter","org.junit.runner.Result:getFailureCount"
"org.junit.tests.AnnotationTest:testRunFailure","org.junit.runner.JUnitCore:run"
"org.junit.tests.ParameterizedTestTest:plansNamedCorrectly","org.junit.runner.Description:getChildren"
"org.junit.tests.SingleMethodTest:eliminateUnnecessaryTreeBranches","org.junit.runner.Description:getChildren"
"junit.textui.TestRunner:doRun","junit.textui.ResultPrinter:print"
"org.junit.tests.AnnotationTest:testSetupFailure","org.junit.runner.JUnitCore:run"
"org.junit.tests.ParameterizedTestTest:plansNamedCorrectly","org.junit.runner.Runner:getDescription"
"org.junit.tests.SingleMethodTest:eliminateUnnecessaryTreeBranches","org.junit.runner.Request:filterWith"
"org.junit.tests.TimeoutTest:failureWithTimeoutRunTimeException","org.junit.runner.JUnitCore:run"
"org.junit.tests.UserStopTest:stopClassRunner","org.junit.runner.Request:getRunner"
"junit.textui.ResultPrinter:printDefects","junit.textui.ResultPrinter:getWriter"
"org.junit.tests.OldTestClassRunnerTest:canUnadaptAnAdapter","org.junit.runner.JUnitCore:run"
"org.junit.tests.AnnotationTest:testErrorInAfterClass","org.junit.runner.Result:getFailureCount"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printErrors"
"org.junit.runner.JUnitCore:killAllThreads","org.junit.runner.Result:wasSuccessful"
"org.junit.internal.runners.TestClassMethodsRunner:methodDescription","org.junit.internal.runners.TestClassMethodsRunner:testName"
"org.junit.tests.AnnotationTest:testTeardownFailure","org.junit.runner.Result:getFailureCount"
"org.junit.runner.JUnitCore:runClasses","org.junit.runner.JUnitCore:run"
"org.junit.tests.AnnotationTest:testOneTimeTeardown","org.junit.runner.JUnitCore:run"
"org.junit.tests.ForwardCompatibilityTest:testInvalidMethod","junit.framework.TestResult:errorCount"
"org.junit.internal.runners.CompositeRunner:sort","org.junit.runner.manipulation.Sorter:apply"
"org.junit.samples.money.MoneyTest:testMoneyHash","junit.samples.money.Money:hashCode"
"org.junit.tests.IgnoreClassTest:ignoreClass","org.junit.runner.Result:getFailureCount"
"org.junit.tests.AnnotationTest:testOrder","org.junit.runner.JUnitCore:run"
"org.junit.internal.requests.ClassRequest:getRunner","org.junit.internal.requests.ClassRequest:getRunnerClass"
"org.junit.tests.SuiteTest:forwardCompatibilityWorksWithTestCount","junit.framework.JUnit4TestAdapter:countTestCases"
"org.junit.tests.TimeoutTest:failureWithTimeout","org.junit.runner.Result:getRunCount"
"org.junit.runner.JUnitCore:run","org.junit.runner.Runner:getDescription"
"org.junit.tests.ForwardCompatibilityTest:testException","junit.framework.TestFailure:thrownException"
"org.junit.internal.runners.BeforeAndAfterRunner:runAfters","org.junit.internal.runners.TestIntrospector:getTestMethods"
"org.junit.tests.EnclosedTest:enclosedRunnerRunsEnclosedClasses","org.junit.runner.Result:getRunCount"
"junit.textui.ResultPrinter:printErrors","junit.framework.TestResult:errorCount"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:generatedErrorTestsMatchUp","junit.framework.TestResult:addListener"
"org.junit.tests.TestMethodTest:onlyIgnoredMethodsIsStillFineTestClass","org.junit.runner.Result:getIgnoreCount"
"org.junit.tests.TimeoutTest:stalledThreadAppearsInStackTrace","org.junit.runner.notification.Failure:getException"
"org.junit.tests.TestMethodTest:ignoreRunner","org.junit.runner.JUnitCore:run"
"org.junit.tests.ParameterizedTestTest:meaningfulFailureWhenParametersNotPublic","org.junit.runner.notification.Failure:getMessage"
"org.junit.tests.AnnotationTest:testTestAndTeardownFailure","org.junit.runner.JUnitCore:run"
"junit.framework.TestCase:toString","junit.framework.TestCase:getName"
"org.junit.tests.TextListenerTest:testError","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestAdapter:countTestCases","org.junit.runner.Runner:testCount"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestCase:getName"
"org.junit.tests.ForwardCompatibilityTest:testToString","junit.framework.JUnit4TestAdapter:getTests"
"org.junit.tests.TestClassMethodsRunnerTest:noRunnableMethods","org.junit.runner.notification.Failure:getException"
"junit.textui.ResultPrinter:print","junit.textui.ResultPrinter:printFailures"
"org.junit.tests.AnnotationTest:testTeardownFailure","org.junit.runner.Result:getFailures"
"org.junit.internal.runners.MethodValidator:validateMethodsForDefaultRunner","org.junit.internal.runners.MethodValidator:validateNoArgConstructor"
"org.junit.tests.RunnerTest:oldTestCount","org.junit.runner.JUnitCore:addListener"
"junit.framework.TestResult:run","junit.framework.TestResult:endTest"
"org.junit.tests.TimeoutTest:stalledThreadAppearsInStackTrace","org.junit.runner.Result:getFailures"
"org.junit.tests.ValidationTest:initializationErrorIsOnCorrectClass","org.junit.runner.Description:getDisplayName"
"junit.runner.BaseTestRunner:addError","junit.runner.BaseTestRunner:testFailed"
"org.junit.internal.runners.TestMethodRunner:runWithTimeout","org.junit.internal.runners.TestMethodRunner:addFailure"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.extensions.TestDecorator:getTest"
"org.junit.tests.SuiteDescriptionTest:hashCodeIsReasonable","org.junit.runner.Description:hashCode"
"org.junit.tests.SuiteTest:ensureSuitesWorkWithForwardCompatibility","junit.framework.TestResult:runCount"
"junit.textui.ResultPrinter:printFooter","junit.textui.ResultPrinter:getWriter"
"org.junit.internal.runners.CompositeRunner:filter","org.junit.runner.manipulation.Filter:apply"
"junit.textui.ResultPrinter:printFailures","junit.textui.ResultPrinter:printDefects"
"org.junit.tests.AnnotationTest:testExceptionNotThrown","org.junit.runner.Result:getFailures"
"junit.extensions.TestSetup:run","junit.framework.TestResult:runProtected"
"junit.textui.TestRunner:start","junit.textui.TestRunner:getTest"
"org.junit.tests.ParameterizedTestTest:countBeforeRun","org.junit.runner.Runner:testCount"
"org.junit.tests.ParameterizedTestTest:validateClassCatchesNoParameters","org.junit.runner.Result:getFailureCount"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.runner.notification.RunNotifier:fireTestFinished"
"junit.framework.JUnit4TestAdapter:run","junit.framework.JUnit4TestAdapterCache:getNotifier"
"org.junit.tests.ForwardCompatibilityTest:testExceptionInBefore","junit.framework.TestResult:errorCount"
"org.junit.tests.TestListenerTest:removeFailingListeners","org.junit.runner.Result:getFailureCount"
"org.junit.internal.runners.TestMethodRunner:runMethod","org.junit.internal.runners.TestMethodRunner:runProtected"
"org.junit.tests.SuiteTest:withoutSuiteClassAnnotationProducesFailure","org.junit.runner.Result:getFailureCount"
"org.junit.tests.TestMethodTest:onlyIgnoredMethodsIsStillFineTestClass","org.junit.runner.Result:getFailureCount"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestSuite:testAt"
"org.junit.runner.JUnitCore:runMain","org.junit.runner.Result:getFailures"
"org.junit.tests.AnnotationTest:testNonStaticOneTimeSetup","org.junit.runner.JUnitCore:run"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapterCache:asTestList"
"org.junit.internal.runners.TestMethodRunner:run","org.junit.runner.notification.RunNotifier:fireTestIgnored"
"junit.textui.ResultPrinter:printFailures","junit.framework.TestResult:failures"
"org.junit.internal.requests.FilterRequest:getRunner","org.junit.runner.manipulation.Filter:describe"
"org.junit.tests.FailedConstructionTest:failedConstructionIsTestFailure","org.junit.runner.notification.Failure:getDescription"
"org.junit.internal.runners.ErrorReportingRunner:run","org.junit.runner.notification.RunNotifier:testAborted"
"org.junit.tests.SingleMethodTest:filteringAffectsPlan","org.junit.runner.Request:getRunner"
"org.junit.internal.runners.TextListener:printHeader","org.junit.internal.runners.TextListener:elapsedTimeAsString"
"org.junit.tests.TimeoutTest:failureWithTimeoutRunTimeException","org.junit.runner.Result:getFailures"
"org.junit.tests.SuiteTest:withoutSuiteClassAnnotationProducesFailure","org.junit.runner.Result:getFailures"
"junit.runner.BaseTestRunner:endTest","junit.runner.BaseTestRunner:testEnded"
"org.junit.internal.runners.BeforeAndAfterRunner:runBefores","org.junit.internal.runners.BeforeAndAfterRunner:addFailure"
"junit.textui.ResultPrinter:printDefect","junit.textui.ResultPrinter:printDefectTrace"
"org.junit.tests.SingleMethodTest:eliminateUnnecessaryTreeBranches","org.junit.runner.Runner:getDescription"
"org.junit.tests.SingleMethodTest:parameterizedOneTimeSetup","org.junit.runner.Result:getRunCount"
"org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"org.junit.tests.TimeoutTest:compatibility","junit.framework.TestResult:errorCount"
"org.junit.tests.TimeoutTest:failureWithTimeout","org.junit.runner.notification.Failure:getException"
"junit.framework.TestCase:run","junit.framework.TestResult:run"
"org.junit.internal.runners.TestClassMethodsRunner:createMethodRunner","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"org.junit.tests.ForwardCompatibilityTest:testInvalidMethod","junit.framework.TestFailure:exceptionMessage"
"org.junit.internal.runners.TextListener:printFailureHeader","org.junit.runner.notification.Failure:getTestHeader"
"org.junit.tests.SuiteTest:ensureTestIsRun","org.junit.runner.Result:getRunCount"
"org.junit.internal.runners.CompositeRunner:getDescription","org.junit.runner.Description:addChild"
"junit.textui.TestRunner:start","junit.textui.TestRunner:extractClassName"
"org.junit.tests.ExpectedTest:noneThrown","org.junit.runner.Result:getFailures"
"org.junit.internal.runners.TextListener:testRunFinished","org.junit.internal.runners.TextListener:printHeader"
"junit.framework.TestCase:run","junit.framework.TestCase:createResult"
"org.junit.runner.JUnitCore:run","org.junit.runner.JUnitCore:removeListener"
"org.junit.tests.TestListenerTest:removeFailingListeners","org.junit.runner.Result:getFailures"
"org.junit.internal.requests.SortingRequest:getRunner","org.junit.runner.Request:getRunner"
"junit.extensions.ActiveTestSuite:waitUntilFinished","junit.extensions.ActiveTestSuite:testCount"
"junit.framework.JUnit4TestAdapterCache:asTest","org.junit.runner.Description:isSuite"
"org.junit.internal.runners.TestClassMethodsRunner:run","org.junit.internal.runners.TestClassMethodsRunner:invokeTestMethod"
"org.junit.runner.Description:hashCode","org.junit.runner.Description:getDisplayName"
"junit.textui.TestRunner:start","junit.textui.TestRunner:doRun"
"org.junit.samples.money.MoneyTest:testSimpleBagAdd","junit.samples.money.Money:add"
"org.junit.tests.InitializationErrorForwardCompatibilityTest:generatedErrorTestsMatchUp","junit.framework.JUnit4TestAdapter:getTests"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:get"
"org.junit.tests.AnnotationTest:testRunFailure","org.junit.runner.Result:getFailureCount"
"org.junit.tests.InaccessibleBaseClassTest:inaccessibleBaseClassIsCaughtAtValidation","org.junit.internal.runners.MethodValidator:assertValid"
"junit.framework.JUnit4TestAdapter:getDescription","org.junit.runner.Runner:getDescription"
"org.junit.tests.SingleMethodTest:parameterizedOneTimeSetup","org.junit.runner.Request:getRunner"
"org.junit.tests.TimeoutTest:infiniteLoop","org.junit.runner.Result:getFailureCount"
"org.junit.tests.ForwardCompatibilityTest:testUseGlobalCache","junit.framework.JUnit4TestAdapter:getTests"
"org.junit.tests.SingleMethodTest:filteringAffectsPlan","org.junit.runner.Runner:testCount"
"junit.framework.JUnit4TestAdapter:run","org.junit.runner.Runner:run"
"org.junit.tests.AnnotationTest:testErrorInBeforeClass","org.junit.runner.Description:getDisplayName"
"junit.framework.JUnit4TestAdapterCache:asTest","junit.framework.JUnit4TestAdapterCache:createTest"
"org.junit.tests.EnclosedTest:enclosedRunnerIsNamedForEnclosingClass","org.junit.runner.Request:getRunner"
"org.junit.tests.TestMethodTest:compatibility","junit.framework.JUnit4TestAdapter:run"
"junit.framework.JUnit4TestAdapter:getTests","junit.framework.JUnit4TestAdapter:getDescription"
"junit.textui.TestRunner:main","junit.textui.TestRunner:start"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","junit.framework.TestSuite:getName"
"org.junit.tests.AnnotationTest:testSetup","org.junit.runner.JUnitCore:run"
"org.junit.tests.PreJUnit4TestCaseRunnerTest:testListener","org.junit.runner.JUnitCore:run"
"org.junit.tests.TimeoutTest:successWithTimeout","org.junit.runner.Result:getRunCount"
"org.junit.internal.runners.TestClassMethodsRunner:getDescription","org.junit.internal.runners.TestClassMethodsRunner:methodDescription"
"org.junit.tests.AllTestsTest:correctTestCountAdapted","org.junit.runners.AllTests:testCount"
"org.junit.internal.runners.CompositeRunner:filter","org.junit.runner.Runner:getDescription"
"org.junit.internal.runners.TestMethodRunner:addFailure","org.junit.runner.notification.RunNotifier:fireTestFailure"
"org.junit.tests.AnnotationTest:testOneTimeSetup","org.junit.runner.JUnitCore:run"
"org.junit.tests.PreJUnit4TestCaseRunnerTest:testListener","org.junit.runner.JUnitCore:addListener"
"junit.framework.TestResult:runProtected","junit.framework.TestResult:addFailure"
"org.junit.runner.Runner:testCount","org.junit.runner.Runner:getDescription"
"org.junit.tests.AnnotationTest:testErrorInBeforeClass","org.junit.runner.Result:getFailureCount"
"org.junit.tests.ExpectedTest:noneThrown","org.junit.runner.JUnitCore:run"
"org.junit.tests.SuiteTest:whatHappensWhenASuiteHasAForkingCycle","org.junit.runner.Result:getFailureCount"
"org.junit.tests.AnnotationTest:testAnnotatedMethod","org.junit.runner.JUnitCore:run"
"org.junit.Assert:internalArrayEquals","org.junit.internal.ArrayComparisonFailure:addDimension"
"org.junit.internal.runners.TextListener:testRunFinished","org.junit.runner.Result:getRunTime"
"org.junit.tests.ParameterizedTestTest:plansNamedCorrectly","org.junit.runner.Description:getDisplayName"
"org.junit.tests.SuiteTest:withoutSuiteClassAnnotationProducesFailure","org.junit.runner.notification.Failure:getMessage"
"org.junit.runner.notification.Failure:getTrace","org.junit.runner.notification.Failure:getException"
"org.junit.internal.requests.ClassRequest:buildRunner","org.junit.runner.Request:getRunner"
"org.junit.tests.ParameterizedTestTest:count","org.junit.runner.Result:getRunCount"
"org.junit.internal.runners.OldTestClassRunner:makeDescription","org.junit.runner.Description:addChild"
"org.junit.internal.runners.TestMethodRunner:expectedException","org.junit.internal.runners.TestIntrospector:expectedException"
"org.junit.samples.money.MoneyTest:testSimpleNegate","junit.samples.money.Money:negate"
"org.junit.tests.AnnotationTest:testErrorInAfterClass","org.junit.runner.JUnitCore:run"
"org.junit.tests.TestClassMethodsRunnerTest:constructorException","org.junit.runner.JUnitCore:run"
"org.junit.internal.runners.TestClassMethodsRunner:run","org.junit.runner.notification.RunNotifier:testAborted"
"org.junit.tests.AssertionTest:nullMessageDisappearsWithStringAssertEquals","org.junit.ComparisonFailure:getMessage"
